Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
38,Travel_Frequently,318,Research & Development,16,5,Life Sciences,1,751,4,Female,74,1,5,Manufacturing Director,3,Married,2698,5283,3,Y,Yes,23,3,1,80,1,10,5,4,1,1,0,0,No
54,Travel_Rarely,1083,Sales,20,4,Other,1,752,1,Female,50,3,5,Research Scientist,4,Divorced,6147,6046,9,Y,No,16,3,3,80,0,19,0,1,7,1,4,2,Yes
51,Non-Travel,385,Human Resources,26,5,Human Resources,1,753,1,Male,44,2,1,Sales Representative,3,Married,2523,25551,7,Y,No,13,4,1,80,2,18,4,1,5,4,1,1,Yes
54,Non-Travel,1305,Sales,3,3,Other,1,754,4,Male,98,4,3,Manager,4,Single,2034,3292,7,Y,Yes,13,3,3,80,0,4,6,2,1,1,1,1,Yes
24,Travel_Frequently,726,Human Resources,3,4,Marketing,1,755,4,Female,33,2,1,Sales Executive,4,Divorced,3700,14176,0,Y,No,14,4,3,80,2,11,2,4,4,2,0,4,No
27,Travel_Rarely,1111,Sales,21,1,Medical,1,756,4,Male,55,1,4,Research Scientist,4,Divorced,12097,18361,3,Y,No,16,3,2,80,0,18,4,1,18,2,0,1,Yes
59,Non-Travel,1339,Research & Development,7,5,Life Sciences,1,757,1,Female,71,2,2,Research Director,4,Single,11940,22359,0,Y,Yes,23,4,4,80,1,13,1,1,1,1,1,1,Yes
49,Travel_Frequently,1284,Research & Development,20,2,Technical Degree,1,758,3,Male,41,3,1,Research Director,1,Divorced,5732,2777,3,Y,Yes,12,3,3,80,1,5,6,4,1,1,1,1,Yes
39,Non-Travel,1154,Human Resources,21,2,Other,1,759,4,Male,67,1,5,Healthcare Representative,4,Single,8108,24269,1,Y,Yes,22,3,2,80,3,6,5,4,6,1,2,0,Yes
52,Travel_Rarely,338,Human Resources,17,4,Medical,1,760,2,Male,61,3,3,Manager,2,Divorced,3910,15582,2,Y,No,16,4,2,80,1,18,3,1,6,2,2,0,Yes
32,Travel_Rarely,627,Sales,11,2,Technical Degree,1,761,4,Male,62,2,2,Sales Executive,3,Single,5556,25549,1,Y,No,13,3,3,80,3,19,5,4,11,1,0,0,No
27,Travel_Rarely,1204,Human Resources,27,3,Technical Degree,1,762,1,Female,44,4,2,Human Resources,4,Single,4326,25576,8,Y,Yes,15,4,4,80,3,8,0,1,3,1,1,3,No
43,Travel_Frequently,1027,Research & Development,23,2,Life Sciences,1,763,1,Female,48,2,4,Manager,3,Divorced,5602,13201,7,Y,Yes,15,3,1,80,2,4,2,4,2,1,0,2,Yes
50,Non-Travel,1473,Sales,8,4,Marketing,1,764,1,Female,81,3,5,Research Scientist,1,Divorced,9109,5299,0,Y,No,15,4,2,80,1,10,4,4,1,1,1,1,No
53,Non-Travel,623,Human Resources,20,1,Life Sciences,1,765,3,Male,46,3,2,Manufacturing Director,3,Divorced,2653,16608,2,Y,Yes,23,3,1,80,1,11,1,2,4,3,2,2,Yes
38,Travel_Frequently,807,Human Resources,21,5,Human Resources,1,766,1,Female,44,1,3,Healthcare Representative,3,Married,12421,9437,2,Y,No,12,4,2,80,1,5,4,1,1,1,0,1,No
24,Non-Travel,1495,Human Resources,3,2,Other,1,767,1,Female,46,1,5,Research Director,2,Married,6512,10117,6,Y,Yes,21,4,2,80,2,13,5,3,7,2,1,1,No
40,Travel_Rarely,1318,Sales,4,5,Life Sciences,1,768,2,Male,81,1,3,Healthcare Representative,2,Single,4657,24389,6,Y,No,11,4,4,80,0,6,6,4,2,1,0,0,No
23,Non-Travel,655,Sales,20,3,Technical Degree,1,769,4,Female,96,2,2,Manufacturing Director,3,Single,3207,7691,9,Y,No,11,3,1,80,3,24,6,3,12,1,1,0,No
18,Travel_Rarely,1153,Human Resources,1,3,Other,1,770,3,Male,36,4,1,Manufacturing Director,3,Divorced,5471,4154,5,Y,No,25,3,2,80,2,12,0,3,1,1,1,1,Yes
43,Travel_Frequently,130,Sales,23,3,Human Resources,1,771,2,Female,56,1,1,Healthcare Representative,1,Single,6413,14960,9,Y,Yes,22,4,3,80,2,17,4,1,7,1,4,2,Yes
51,Non-Travel,465,Research & Development,25,4,Human Resources,1,772,1,Male,31,1,2,Sales Representative,3,Single,1430,16537,8,Y,Yes,25,3,4,80,1,2,2,1,1,1,1,1,Yes
45,Travel_Frequently,614,Research & Development,15,4,Life Sciences,1,773,2,Male,50,1,2,Research Director,4,Married,4785,15960,6,Y,Yes,15,3,4,80,1,12,0,2,1,1,1,1,Yes
42,Travel_Frequently,1324,Human Resources,26,3,Technical Degree,1,774,3,Male,89,3,3,Manager,3,Divorced,5440,18933,5,Y,No,25,4,3,80,0,13,5,1,4,1,1,4,No
40,Non-Travel,1147,Human Resources,17,1,Human Resources,1,775,2,Male,93,3,4,Manager,2,Single,2384,13258,5,Y,No,18,3,1,80,1,4,3,2,1,1,1,1,No
29,Travel_Rarely,847,Research & Development,9,3,Marketing,1,776,1,Male,63,4,5,Research Scientist,1,Married,11181,24407,3,Y,No,16,4,4,80,3,15,0,3,1,1,0,0,No
59,Travel_Rarely,1269,Sales,20,2,Human Resources,1,777,3,Male,92,3,5,Sales Representative,3,Married,8909,17982,0,Y,No,11,3,2,80,0,7,5,4,3,3,0,3,No
23,Travel_Rarely,230,Research & Development,17,2,Technical Degree,1,778,3,Male,49,3,3,Sales Representative,4,Married,16801,9549,8,Y,No,25,4,2,80,0,4,0,3,1,1,0,1,No
31,Non-Travel,118,Research & Development,24,2,Marketing,1,779,4,Male,65,1,2,Manufacturing Director,4,Single,3289,4184,6,Y,No,12,3,4,80,3,2,1,4,1,1,0,1,No
20,Travel_Frequently,1068,Sales,15,5,Human Resources,1,780,3,Male,33,2,5,Research Scientist,4,Married,5000,12792,8,Y,Yes,24,3,3,80,3,21,5,3,14,1,0,2,Yes
48,Travel_Frequently,666,Research & Development,10,5,Marketing,1,781,1,Male,67,3,1,Human Resources,1,Single,6439,17198,6,Y,Yes,11,3,4,80,0,10,3,2,1,1,1,1,Yes
40,Travel_Frequently,491,Sales,8,5,Other,1,782,4,Male,92,1,1,Research Director,2,Single,12940,23673,4,Y,No,20,4,3,80,3,17,2,3,4,4,1,0,No
56,Travel_Frequently,763,Human Resources,9,2,Technical Degree,1,783,1,Male,47,3,3,Research Scientist,3,Single,6198,2027,7,Y,No,23,4,1,80,3,15,0,1,3,1,0,2,Yes
53,Travel_Frequently,461,Research & Development,3,4,Medical,1,784,3,Male,48,2,4,Manufacturing Director,2,Married,2295,18782,2,Y,No,12,4,4,80,1,3,5,1,2,2,0,0,No
37,Travel_Frequently,306,Research & Development,17,5,Medical,1,785,2,Male,30,3,3,Research Scientist,3,Married,3923,20630,0,Y,Yes,11,4,2,80,2,6,5,4,1,1,1,1,Yes
53,Non-Travel,938,Human Resources,10,3,Life Sciences,1,786,2,Male,76,1,4,Human Resources,2,Divorced,1806,18078,1,Y,No,18,4,3,80,0,9,5,4,2,2,0,2,No
19,Non-Travel,206,Research & Development,13,5,Marketing,1,787,1,Male,35,3,3,Laboratory Technician,3,Single,7698,13133,1,Y,Yes,20,3,4,80,2,7,0,4,5,1,0,0,Yes
54,Travel_Frequently,1342,Research & Development,10,4,Life Sciences,1,788,3,Male,97,1,3,Human Resources,2,Single,2965,5824,4,Y,No,23,3,2,80,2,8,1,4,3,1,1,2,No
28,Travel_Frequently,1256,Sales,3,3,Life Sciences,1,789,3,Male,98,4,1,Research Scientist,1,Married,6379,26487,9,Y,No,23,4,1,80,0,12,5,2,7,1,1,1,Yes
31,Non-Travel,547,Human Resources,15,4,Marketing,1,790,1,Female,99,1,1,Research Director,4,Married,7223,19651,1,Y,Yes,11,3,3,80,0,21,0,3,13,4,1,0,No
18,Travel_Rarely,666,Human Resources,14,5,Technical Degree,1,791,4,Male,56,1,1,Human Resources,1,Single,2232,11483,9,Y,No,16,3,2,80,2,14,3,1,4,1,2,4,Yes
34,Travel_Frequently,237,Research & Development,18,2,Medical,1,792,1,Male,57,4,3,Research Director,1,Single,4927,13447,2,Y,No,20,4,2,80,2,14,3,2,5,1,1,0,No
47,Non-Travel,1369,Research & Development,27,4,Other,1,793,4,Female,67,2,4,Laboratory Technician,3,Married,8328,22187,6,Y,No,16,3,4,80,2,5,3,1,5,1,2,1,No
25,Travel_Rarely,198,Sales,19,3,Marketing,1,794,1,Female,39,4,4,Research Director,2,Married,7879,17903,8,Y,Yes,25,3,3,80,2,6,2,2,1,1,1,0,Yes
46,Non-Travel,1201,Research & Development,13,5,Life Sciences,1,795,4,Female,94,2,2,Laboratory Technician,2,Divorced,3870,23554,7,Y,Yes,13,3,2,80,1,5,0,1,2,2,2,1,Yes
33,Travel_Frequently,1435,Human Resources,6,1,Human Resources,1,796,1,Female,76,2,4,Research Scientist,4,Married,2897,6829,1,Y,No,23,3,2,80,3,10,4,1,2,2,2,2,Yes
38,Travel_Rarely,540,Sales,13,2,Technical Degree,1,797,4,Female,77,1,2,Human Resources,1,Single,4918,15258,8,Y,No,20,4,2,80,3,7,1,3,1,1,1,0,Yes
52,Travel_Frequently,400,Human Resources,7,3,Human Resources,1,798,4,Female,46,1,5,Sales Representative,1,Divorced,15366,17436,7,Y,Yes,23,3,2,80,1,16,4,2,2,2,2,0,Yes
58,Non-Travel,949,Human Resources,14,2,Other,1,799,1,Female,88,1,4,Research Scientist,1,Single,5477,5742,8,Y,No,24,4,1,80,2,5,1,4,2,1,1,0,Yes
43,Travel_Rarely,1335,Sales,4,5,Marketing,1,800,4,Female,77,1,5,Research Director,2,Single,9307,6609,8,Y,Yes,12,3,4,80,1,3,6,1,2,1,2,2,No
46,Travel_Frequently,862,Human Resources,12,1,Technical Degree,1,801,3,Male,42,4,4,Sales Representative,4,Single,4506,20857,4,Y,Yes,12,3,3,80,2,13,6,2,4,3,1,4,No
29,Travel_Rarely,843,Human Resources,7,1,Other,1,802,2,Male,41,3,4,Sales Executive,4,Married,6201,15603,6,Y,No,11,3,4,80,0,2,1,3,1,1,1,1,No
50,Travel_Rarely,361,Human Resources,5,2,Medical,1,803,1,Female,98,2,1,Research Director,3,Married,5271,8644,4,Y,No,12,3,4,80,2,11,2,2,7,3,3,1,No
19,Travel_Rarely,1074,Research & Development,13,5,Human Resources,1,804,1,Male,51,2,1,Manager,1,Divorced,6186,20522,7,Y,No,12,3,1,80,2,10,1,2,1,1,0,1,No
49,Travel_Frequently,1048,Research & Development,12,4,Human Resources,1,805,4,Male,68,3,5,Sales Executive,3,Single,6804,6113,6,Y,No,16,3,4,80,3,16,3,1,7,2,0,7,Yes
22,Travel_Rarely,722,Research & Development,24,1,Technical Degree,1,806,2,Female,41,4,4,Sales Executive,1,Divorced,9590,8817,8,Y,No,17,3,4,80,0,5,4,1,1,1,0,1,No
23,Travel_Frequently,689,Research & Development,3,1,Human Resources,1,807,4,Male,92,2,3,Sales Representative,2,Divorced,6486,15640,6,Y,Yes,24,4,2,80,2,6,0,1,1,1,1,0,Yes
29,Travel_Frequently,1251,Sales,3,2,Marketing,1,808,4,Female,97,4,2,Human Resources,2,Single,3673,20497,1,Y,No,24,3,4,80,1,21,6,4,7,4,0,5,No
44,Travel_Rarely,630,Human Resources,9,2,Life Sciences,1,809,4,Male,93,4,3,Laboratory Technician,2,Divorced,7524,14901,9,Y,Yes,23,3,3,80,3,2,2,2,1,1,1,0,Yes
36,Travel_Rarely,1212,Research & Development,28,2,Life Sciences,1,810,1,Male,68,2,5,Sales Representative,1,Divorced,7765,22881,4,Y,No,16,3,2,80,0,4,5,2,1,1,0,1,No
47,Non-Travel,550,Human Resources,2,5,Medical,1,811,1,Female,51,1,3,Sales Representative,3,Divorced,5823,15284,2,Y,No,22,4,4,80,1,14,3,1,1,1,0,1,No
43,Travel_Frequently,565,Research & Development,7,4,Medical,1,812,2,Male,87,4,3,Sales Representative,3,Married,6646,19970,6,Y,Yes,22,3,4,80,2,3,2,2,3,3,3,3,No
41,Non-Travel,1444,Human Resources,20,2,Human Resources,1,813,1,Female,70,4,3,Manufacturing Director,3,Married,4466,12262,5,Y,No,22,3,2,80,3,7,5,3,6,6,4,1,Yes
23,Non-Travel,960,Sales,6,1,Marketing,1,814,4,Male,37,1,1,Research Director,3,Divorced,7946,8846,0,Y,No,25,4,3,80,0,14,2,2,4,1,0,1,No
33,Non-Travel,388,Sales,20,1,Other,1,815,1,Female,89,4,1,Laboratory Technician,1,Married,8265,12362,9,Y,Yes,14,3,3,80,2,31,5,2,19,18,1,0,Yes
29,Travel_Rarely,962,Human Resources,16,4,Technical Degree,1,816,4,Male,92,4,2,Research Scientist,3,Divorced,3210,7849,4,Y,No,21,4,1,80,2,28,5,4,26,1,1,1,No
19,Travel_Rarely,557,Research & Development,17,5,Technical Degree,1,817,4,Female,58,4,5,Human Resources,2,Divorced,4891,11007,6,Y,No,21,3,3,80,0,9,5,1,5,5,0,0,No
27,Travel_Frequently,619,Research & Development,21,1,Marketing,1,818,3,Female,46,2,4,Sales Representative,2,Single,1702,7305,8,Y,Yes,13,3,2,80,2,15,0,4,9,2,0,2,Yes
30,Non-Travel,683,Human Resources,26,1,Human Resources,1,819,1,Female,57,1,2,Healthcare Representative,2,Single,3700,7818,5,Y,No,24,3,1,80,2,18,4,3,4,4,2,0,No
45,Non-Travel,1419,Human Resources,2,1,Marketing,1,820,3,Male,59,4,3,Sales Executive,2,Married,6350,19710,3,Y,No,24,4,1,80,0,12,2,2,6,2,0,0,Yes
35,Travel_Frequently,1425,Human Resources,14,1,Marketing,1,821,4,Male,90,2,3,Research Scientist,2,Divorced,2749,18546,0,Y,No,24,3,1,80,1,7,3,3,3,2,3,0,Yes
19,Non-Travel,520,Research & Development,13,1,Life Sciences,1,822,3,Male,36,2,4,Sales Executive,4,Divorced,4115,26255,7,Y,Yes,22,3,2,80,1,19,1,3,5,4,2,1,No
59,Travel_Frequently,1248,Research & Development,1,5,Other,1,823,1,Male,46,1,2,Laboratory Technician,2,Married,1981,7828,7,Y,Yes,18,4,4,80,2,13,4,1,7,1,1,6,Yes
20,Travel_Rarely,1140,Sales,8,4,Medical,1,824,3,Male,46,2,3,Manager,3,Married,7295,16309,9,Y,No,18,3,2,80,1,8,6,1,7,5,3,4,No
44,Non-Travel,668,Sales,2,4,Other,1,825,1,Male,43,2,2,Research Director,2,Single,7576,15679,5,Y,No,25,4,2,80,0,5,1,3,2,1,1,0,Yes
60,Travel_Rarely,1189,Research & Development,16,3,Medical,1,826,2,Female,45,3,2,Research Scientist,4,Married,8439,19923,9,Y,No,13,4,2,80,2,6,5,4,4,1,0,4,No
45,Travel_Rarely,353,Human Resources,1,4,Technical Degree,1,827,1,Female,75,1,1,Human Resources,2,Married,2775,17766,8,Y,No,13,3,3,80,3,4,3,3,1,1,1,1,Yes
24,Travel_Frequently,723,Research & Development,16,3,Technical Degree,1,828,1,Female,66,3,3,Sales Executive,2,Divorced,5218,26788,6,Y,No,21,3,1,80,3,12,0,4,3,1,3,2,No
44,Travel_Rarely,1370,Human Resources,8,5,Human Resources,1,829,1,Female,34,2,2,Sales Executive,3,Married,6570,5531,5,Y,No,18,4,1,80,1,20,5,3,10,4,1,0,No
18,Travel_Frequently,1337,Research & Development,3,4,Other,1,830,3,Female,73,2,4,Research Scientist,3,Married,7049,22470,7,Y,Yes,15,3,2,80,3,17,3,1,10,1,0,0,No
31,Non-Travel,1477,Human Resources,16,1,Marketing,1,831,3,Male,40,4,2,Manufacturing Director,4,Married,2209,7009,8,Y,Yes,22,4,3,80,1,8,4,4,5,3,3,2,No
57,Travel_Frequently,523,Sales,2,3,Life Sciences,1,832,1,Male,91,3,5,Sales Executive,3,Divorced,4049,9935,3,Y,No,11,3,1,80,0,5,5,4,3,2,0,1,No
48,Travel_Frequently,392,Human Resources,12,4,Medical,1,833,3,Male,99,2,2,Healthcare Representative,3,Single,3650,10463,8,Y,Yes,17,3,2,80,0,18,6,2,4,1,0,3,Yes
42,Non-Travel,328,Human Resources,27,2,Other,1,834,3,Male,30,1,5,Manufacturing Director,2,Divorced,3978,2589,6,Y,Yes,18,3,3,80,3,14,0,4,2,2,2,2,Yes
50,Travel_Frequently,731,Human Resources,23,3,Other,1,835,1,Male,49,1,2,Laboratory Technician,4,Single,3910,15235,0,Y,Yes,20,4,3,80,2,12,5,3,3,3,2,0,Yes
52,Non-Travel,1269,Research & Development,9,3,Technical Degree,1,836,2,Female,90,3,2,Research Scientist,3,Married,5501,19108,7,Y,No,25,3,3,80,0,7,6,3,4,3,3,0,No
18,Travel_Rarely,1468,Sales,10,4,Technical Degree,1,837,4,Female,88,3,3,Healthcare Representative,2,Married,2617,11622,7,Y,Yes,20,3,2,80,2,5,5,3,2,2,1,2,Yes
52,Travel_Frequently,864,Research & Development,6,1,Life Sciences,1,838,2,Female,38,3,3,Laboratory Technician,3,Single,5938,23150,7,Y,No,20,3,2,80,1,25,4,1,16,6,0,0,Yes
45,Travel_Rarely,1284,Research & Development,10,3,Human Resources,1,839,1,Female,71,2,2,Research Scientist,1,Single,20000,23248,5,Y,Yes,19,4,1,80,2,12,5,2,1,1,0,1,No
59,Travel_Rarely,172,Human Resources,3,4,Life Sciences,1,840,1,Male,67,4,1,Healthcare Representative,3,Single,2261,22900,7,Y,No,19,4,4,80,0,11,0,1,1,1,0,0,No
32,Travel_Rarely,917,Sales,28,5,Other,1,841,3,Male,36,4,5,Research Director,3,Single,13914,8641,7,Y,No,21,3,3,80,3,10,0,2,1,1,1,0,Yes
19,Travel_Frequently,1047,Human Resources,20,1,Human Resources,1,842,3,Male,49,3,2,Manager,4,Divorced,3902,18960,7,Y,No,18,3,2,80,1,4,1,4,4,1,1,4,No
21,Non-Travel,1391,Research & Development,13,1,Medical,1,843,1,Male,31,2,5,Research Scientist,4,Married,1909,20689,3,Y,No,22,3,3,80,3,11,5,3,1,1,1,0,Yes
60,Travel_Frequently,127,Human Resources,21,4,Other,1,844,4,Female,83,2,1,Manager,2,Married,6417,18722,5,Y,Yes,20,4,3,80,0,11,5,2,1,1,0,0,Yes
52,Travel_Frequently,188,Human Resources,17,5,Human Resources,1,845,1,Female,33,2,1,Research Scientist,2,Single,2533,24480,0,Y,No,18,3,2,80,0,14,5,2,5,3,0,0,No
41,Travel_Rarely,524,Research & Development,11,3,Human Resources,1,846,3,Male,82,3,2,Manufacturing Director,4,Married,9633,13624,7,Y,Yes,25,3,1,80,2,5,1,1,4,1,2,1,Yes
26,Non-Travel,471,Research & Development,24,5,Other,1,847,2,Female,46,2,1,Research Scientist,2,Married,5602,22914,0,Y,Yes,21,3,2,80,0,22,4,4,8,1,2,0,No
55,Travel_Rarely,176,Research & Development,25,5,Life Sciences,1,848,4,Male,36,1,4,Manufacturing Director,4,Single,7837,9466,7,Y,Yes,16,3,2,80,1,21,5,3,7,6,1,1,No
56,Non-Travel,1412,Sales,4,1,Marketing,1,849,2,Female,74,1,1,Human Resources,4,Divorced,1009,22221,5,Y,No,17,3,2,80,3,16,1,4,5,1,0,1,No
30,Travel_Frequently,1039,Sales,19,3,Life Sciences,1,850,2,Female,32,3,4,Sales Executive,1,Divorced,4193,7962,7,Y,Yes,11,4,4,80,2,11,0,3,1,1,1,1,Yes
36,Travel_Frequently,1016,Sales,9,3,Other,1,851,1,Male,95,2,1,Human Resources,3,Divorced,4313,10703,3,Y,Yes,20,3,4,80,1,11,4,3,1,1,1,1,No
23,Travel_Frequently,1319,Sales,26,5,Other,1,852,3,Male,91,3,2,Laboratory Technician,1,Married,4937,3963,9,Y,Yes,13,3,1,80,0,9,3,3,3,3,0,1,Yes
23,Travel_Rarely,403,Human Resources,19,3,Medical,1,853,3,Male,36,3,5,Laboratory Technician,3,Married,4602,3168,9,Y,Yes,19,4,2,80,0,11,4,4,8,2,0,0,No
31,Travel_Rarely,1053,Sales,9,1,Life Sciences,1,854,4,Female,68,1,1,Research Scientist,1,Divorced,3288,22055,1,Y,Yes,12,3,2,80,2,8,0,1,1,1,1,0,Yes
52,Travel_Frequently,1190,Sales,17,2,Other,1,855,2,Female,82,3,3,Sales Representative,2,Married,2767,18952,5,Y,Yes,12,3,3,80,0,1,4,4,1,1,0,0,No
27,Travel_Rarely,659,Human Resources,18,3,Marketing,1,856,2,Male,48,4,4,Human Resources,2,Single,3914,22553,7,Y,Yes,23,4,4,80,1,17,4,2,9,3,0,5,Yes
47,Travel_Rarely,1117,Sales,27,2,Technical Degree,1,857,1,Male,30,3,3,Healthcare Representative,2,Divorced,4412,25373,6,Y,No,16,3,4,80,1,16,1,3,2,1,0,0,No
36,Non-Travel,407,Research & Development,18,2,Life Sciences,1,858,4,Male,90,4,2,Manufacturing Director,3,Single,7846,20261,2,Y,No,18,3,3,80,0,14,1,4,5,3,1,0,No
36,Travel_Rarely,1094,Sales,28,5,Life Sciences,1,859,3,Male,61,2,5,Research Director,4,Single,7734,20538,7,Y,Yes,15,3,4,80,0,15,1,3,1,1,1,1,No
26,Travel_Frequently,362,Human Resources,5,2,Other,1,860,4,Female,77,1,3,Healthcare Representative,1,Divorced,6020,11136,8,Y,Yes,13,3,4,80,3,8,6,4,1,1,1,1,Yes
52,Non-Travel,164,Human Resources,17,2,Technical Degree,1,861,2,Female,72,2,1,Healthcare Representative,3,Single,5582,24555,8,Y,Yes,14,4,3,80,0,29,4,3,17,1,1,0,No
54,Non-Travel,626,Sales,13,2,Technical Degree,1,862,2,Male,90,4,4,Laboratory Technician,1,Divorced,3096,6914,5,Y,No,22,4,4,80,3,22,1,2,14,1,1,1,Yes
31,Travel_Rarely,764,Sales,4,2,Medical,1,863,3,Male,42,4,2,Human Resources,1,Divorced,4388,9093,4,Y,Yes,13,3,4,80,3,7,6,3,6,2,6,6,No
38,Travel_Rarely,367,Human Resources,21,4,Technical Degree,1,864,2,Male,34,1,4,Human Resources,2,Married,6799,24609,5,Y,Yes,18,3,1,80,2,19,5,1,5,1,5,5,Yes
22,Travel_Frequently,694,Sales,3,2,Medical,1,865,4,Male,99,4,2,Research Director,3,Divorced,6651,9329,1,Y,Yes,12,4,3,80,3,12,4,4,4,1,1,1,Yes
40,Travel_Rarely,1220,Research & Development,25,5,Technical Degree,1,866,4,Female,75,4,2,Healthcare Representative,3,Married,4272,2858,8,Y,No,15,4,1,80,1,5,2,2,1,1,1,1,Yes
24,Non-Travel,1259,Human Resources,19,1,Medical,1,867,3,Male,78,3,1,Sales Executive,2,Single,4712,17473,3,Y,No,12,4,2,80,3,11,0,3,5,5,1,5,No
38,Non-Travel,143,Sales,22,1,Technical Degree,1,868,1,Female,90,3,5,Manufacturing Director,4,Married,4510,20165,4,Y,Yes,14,4,3,80,0,17,5,3,7,6,2,3,No
18,Travel_Rarely,914,Research & Development,7,2,Marketing,1,869,4,Male,75,3,3,Manufacturing Director,4,Single,2458,20540,8,Y,Yes,25,4,2,80,1,13,1,4,9,1,1,2,No
23,Travel_Rarely,1357,Sales,15,2,Life Sciences,1,870,1,Female,93,2,2,Sales Representative,2,Divorced,6611,13659,2,Y,No,17,3,4,80,0,10,5,1,3,2,0,3,Yes
21,Travel_Rarely,579,Research & Development,1,5,Human Resources,1,871,3,Female,47,2,5,Laboratory Technician,2,Single,2948,26509,6,Y,No,12,4,2,80,3,17,0,3,3,1,3,0,Yes
46,Non-Travel,1488,Research & Development,8,2,Marketing,1,872,3,Female,40,3,4,Manufacturing Director,2,Single,9350,3466,4,Y,No,11,4,4,80,1,11,2,1,1,1,0,0,Yes
48,Travel_Frequently,1371,Human Resources,16,2,Medical,1,873,2,Male,41,4,4,Sales Executive,4,Married,3601,17667,9,Y,No,22,4,4,80,3,16,5,1,3,1,3,1,Yes
48,Travel_Frequently,289,Research & Development,9,1,Human Resources,1,874,3,Male,69,1,1,Manufacturing Director,1,Divorced,2103,2799,5,Y,Yes,22,4,1,80,1,2,3,4,1,1,0,1,Yes
60,Travel_Rarely,1235,Human Resources,22,2,Technical Degree,1,875,2,Female,50,1,2,Manufacturing Director,1,Single,7374,24916,8,Y,No,16,4,4,80,0,3,4,2,1,1,1,1,No
32,Non-Travel,838,Research & Development,12,4,Technical Degree,1,876,1,Male,99,2,2,Sales Executive,4,Single,3259,23408,3,Y,No,16,3,3,80,1,17,1,2,17,4,4,0,No
18,Non-Travel,1085,Sales,11,2,Life Sciences,1,877,2,Female,30,3,2,Laboratory Technician,2,Single,5108,4765,6,Y,Yes,17,3,2,80,3,13,3,3,7,1,3,7,No
36,Travel_Rarely,978,Human Resources,5,5,Technical Degree,1,878,4,Female,36,2,2,Human Resources,4,Married,3583,4121,8,Y,Yes,16,4,1,80,0,16,0,2,2,2,0,1,No
20,Non-Travel,773,Sales,24,5,Life Sciences,1,879,4,Female,61,3,2,Research Scientist,4,Single,5153,13012,9,Y,Yes,12,3,1,80,3,16,4,4,7,2,1,2,Yes
51,Travel_Rarely,1283,Sales,21,5,Technical Degree,1,880,1,Female,95,1,5,Research Scientist,4,Single,5781,2095,6,Y,No,16,3,2,80,1,5,1,1,4,2,0,3,No
27,Travel_Frequently,907,Human Resources,8,3,Technical Degree,1,881,1,Male,59,4,1,Sales Executive,4,Divorced,3036,8030,3,Y,No,16,4,4,80,1,9,0,1,3,2,0,2,Yes
44,Non-Travel,240,Research & Development,14,5,Other,1,882,2,Male,81,3,5,Research Director,2,Divorced,4490,8856,9,Y,Yes,25,4,2,80,0,9,5,1,3,3,0,0,Yes
21,Non-Travel,953,Human Resources,13,2,Life Sciences,1,883,1,Female,91,3,5,Manager,1,Married,2437,26122,8,Y,No,23,4,3,80,3,12,6,2,1,1,0,1,Yes
60,Non-Travel,1210,Human Resources,25,5,Medical,1,884,2,Male,94,3,4,Human Resources,2,Divorced,10553,17692,0,Y,No,20,4,4,80,0,24,5,4,15,1,2,0,No
28,Non-Travel,661,Sales,19,4,Marketing,1,885,4,Male,89,4,5,Human Resources,2,Single,2193,18944,3,Y,No,24,4,2,80,3,15,1,2,4,2,1,4,Yes
51,Travel_Frequently,1095,Human Resources,13,4,Marketing,1,886,2,Male,59,3,2,Sales Executive,3,Divorced,4933,9354,1,Y,Yes,13,3,4,80,3,17,6,4,3,3,1,3,No
33,Travel_Frequently,931,Sales,18,5,Medical,1,887,1,Male,51,3,5,Laboratory Technician,1,Divorced,4978,18973,6,Y,No,19,4,3,80,0,5,2,4,3,3,1,0,No
46,Non-Travel,682,Human Resources,19,4,Medical,1,888,3,Female,50,2,1,Manufacturing Director,4,Married,5254,17354,6,Y,No,11,3,1,80,3,3,3,3,2,1,0,2,No
50,Travel_Rarely,893,Research & Development,15,2,Life Sciences,1,889,4,Female,61,4,3,Healthcare Representative,4,Married,3827,14926,8,Y,No,24,4,4,80,3,11,3,1,4,2,4,0,No
29,Travel_Frequently,457,Human Resources,12,4,Other,1,890,4,Female,30,3,2,Research Scientist,2,Married,6412,18047,0,Y,No,14,4,4,80,1,16,3,2,4,1,1,4,No
46,Travel_Rarely,416,Human Resources,25,5,Technical Degree,1,891,4,Male,66,3,4,Research Scientist,1,Single,8482,7101,9,Y,No,16,4,4,80,2,5,5,1,2,2,1,2,No
19,Travel_Rarely,153,Research & Development,4,5,Medical,1,892,1,Female,45,4,4,Research Scientist,3,Single,3507,11526,0,Y,Yes,25,4,4,80,0,12,0,1,11,3,1,1,Yes
